ledger_id,vin,month_date,customer_id,model_id,principal_amount,interest_amount,year_model,collateral
16996,3N1AB8AE6SY417979,2026-01-01,1382,694,394413.40,3491.44,2025,NUEVO 
16997,3N1AB8AE7SY405646,2026-01-01,1382,694,375550.64,2527.15,2025,NUEVO 
16998,3N1AB8AE3SY419320,2026-01-01,1382,694,394413.40,674.04,2025,NUEVO 
16999,3N1CK3CE1SL219770,2026-01-01,1331,678,285561.32,2399.98,2025,NUEVO 
17000,3N1CK3CE2SL220281,2026-01-01,1382,678,285561.32,2399.98,2025,NUEVO 
17001,3N1CK3CE4SL221223,2026-01-01,1331,678,285561.33,2358.18,2025,NUEVO 
17002,3N1CK3CE2SL220247,2026-01-01,1331,678,285561.33,2358.18,2025,NUEVO 
17003,3N1CK3CE0SL221753,2026-01-01,1331,678,285561.33,2358.18,2025,NUEVO 
17004,3N1CK3CE8SL220561,2026-01-01,1382,678,285561.33,86.28,2025,NUEVO 
17005,3N1CN8AE8SK638129,2026-01-01,1314,704,329447.60,1273.49,2025,NUEVO 
17006,3N1CN8AE1SK637369,2026-01-01,1331,704,346452.05,2861.02,2025,NUEVO 
17007,JN8CT3MT8TW011361,2026-01-01,1382,706,771255.11,3523.78,2026,NUEVO 
17008,MDHBD0FA8SG029091,2026-01-01,1331,677,352728.81,2964.49,2025,NUEVO 
17009,9BHCP4AC5PP430534,2026-01-01,1375,665,225400.00,1801.32,2023,SEMINUEVOS 
17010,3N1CN8AE2SK632925,2026-01-01,1283,704,343766.65,2838.84,2025,FLOTILLA 
17011,MNTFP5CP5S6018739,2026-01-01,1283,672,536794.13,4003.89,2025,FLOTILLA 
17012,MNTFP5CP5S6018787,2026-01-01,1283,672,536794.13,4003.89,2025,FLOTILLA 
17013,MNTFP5CP5S6018790,2026-01-01,1283,672,536794.13,4003.89,2025,FLOTILLA 
17014,MNTFP5CP5S6018823,2026-01-01,1283,672,536794.13,4003.89,2025,FLOTILLA 
17015,MNTFP5CP5S6018837,2026-01-01,1283,672,536794.13,4003.89,2025,FLOTILLA 
17016,3N1AB8AE3SY349124,2026-01-01,1331,694,426000.21,3517.93,2025,NUEVO 
17017,3N1CN8AE7SK635531,2026-01-01,1331,704,346452.05,2861.02,2025,NUEVO 
17018,JTDKARFUXK3088240,2026-01-01,1382,688,208900.00,694.93,2019,SEMINUEVOS 
17019,MNTFP5CP1S6019287,2026-01-01,1283,672,536794.12,4063.08,2025,FLOTILLA 
17020,JN8CT3MT9TW011062,2026-01-01,1283,706,771255.10,5837.76,2026,FLOTILLA 
17021,JN8CT3MTXTW011989,2026-01-01,1283,706,771255.11,5649.44,2026,FLOTILLA 
17022,JN8CT3MT3TW012076,2026-01-01,1283,706,771255.11,5272.81,2026,FLOTILLA 
17023,3N6AD33A8SK847503,2026-01-01,1283,663,439774.05,3328.72,2025,FLOTILLA 
17024,3N6AD33A6SK847600,2026-01-01,1331,663,439774.04,3328.72,2025,NUEVO 
17025,3N1AB8AE1SY422829,2026-01-01,1382,694,375550.64,1881.24,2025,NUEVO 
17026,3N1AB8AE9SY425350,2026-01-01,1331,694,409779.93,3383.99,2025,NUEVO 
17027,3N1CN7AE1SK413108,2026-01-01,1354,702,275746.56,1472.28,2025,NUEVO 
17028,3N1CK3CE6SL220106,2026-01-01,1331,678,285561.32,2358.18,2025,NUEVO 
17029,3N1CN8AE6SL892514,2026-01-01,1331,704,346452.04,2861.02,2025,NUEVO 
17030,3N6AD33A2SK847545,2026-01-01,1283,663,439774.04,2147.56,2025,FLOTILLA 
17031,3N6AD33A7SK847637,2026-01-01,1283,663,439774.04,2254.94,2025,FLOTILLA 
17032,3N1CN8AEXSK638911,2026-01-01,1382,704,379399.52,68.40,2025,NUEVO 
17033,3N8CP5HE3SL501724,2026-01-01,1331,672,398683.37,3350.71,2025,NUEVO 
17034,JN8CT3MT2TW011873,2026-01-01,1382,706,771255.11,205.45,2026,NUEVO 
17035,JN1BE6DS3S9122961,2026-01-01,1307,701,696393.89,5750.86,2025,NUEVO 
17036,3N8AP6HE4TL325958,2026-01-01,1331,672,482601.24,3985.35,2026,NUEVO 
17037,3N8AP6HE7TL344228,2026-01-01,1382,672,482601.24,2226.70,2026,NUEVO 
17038,JN8CT3MT2RW002521,2026-01-01,1385,706,560200.00,4240.25,2024,SEMINUEVOS 
17039,3N6AD33A4TK804195,2026-01-01,1309,663,582836.84,155.26,2026,NUEVO 
17040,3N6AD33A1MK832568,2026-01-01,1327,663,254800.00,995.42,2021,SEMINUEVOS 
17041,MEX5A2600MT150112,2026-01-01,1295,703,152000.00,1150.51,2021,SEMINUEVOS 
17042,LSGEN53A2PD155598,2026-01-01,1349,684,179800.00,834.12,2023,SEMINUEVOS 
17043,3N1CK3CE0SL222854,2026-01-01,1382,678,285561.32,2091.74,2025,NUEVO 
17044,3N1AB8AE4SY419083,2026-01-01,1352,694,409779.92,3101.69,2025,NUEVO 
17045,3N1CN7AE1SK413786,2026-01-01,1381,702,275746.56,2203.67,2025,NUEVO 
17046,3N1CN7AE5SK416173,2026-01-01,1382,702,275746.56,2277.13,2025,NUEVO 
17047,3N1CN7AE8SK416538,2026-01-01,1382,702,275746.56,1836.40,2025,NUEVO 
17048,3N1CN8AE9SL891907,2026-01-01,1382,704,346452.04,2622.35,2025,NUEVO 
17049,3N6AD35A5TK806017,2026-01-01,1344,682,438905.20,116.92,2026,NUEVO 
17050,3N6AD33A3TK805421,2026-01-01,1382,663,582836.84,1992.33,2026,NUEVO 
17051,3N6AD35A0TK806054,2026-01-01,1382,682,438905.20,737.71,2026,NUEVO 
17052,3N6AD33A3TK805953,2026-01-01,1331,663,662512.60,5014.67,2026,NUEVO 
17053,3N6AD33A5TK805419,2026-01-01,1382,663,582836.84,4411.59,2026,NUEVO 
17054,3N6AD33B3TK805637,2026-01-01,1383,663,689636.89,3430.87,2026,NUEVO 
17055,3N8AP6HE7TL344049,2026-01-01,1377,672,506464.76,4182.41,2026,NUEVO 
17056,3N8AP6HE9TL342450,2026-01-01,1331,672,506464.76,4182.41,2026,NUEVO 
17057,3N8AP6HE6TL343135,2026-01-01,1329,672,538755.68,3026.78,2026,NUEVO 
17058,3N8AP6HEXTL328637,2026-01-01,1382,672,482601.24,3652.89,2026,NUEVO 
17059,3N8AP6HE8TL341869,2026-01-01,1382,672,482601.24,3652.89,2026,NUEVO 
17060,1N4AL4AP9PN393904,2026-01-01,1385,650,403000.00,3050.37,2023,SEMINUEVOS 
17061,JN8AT3MT7TW059747,2026-01-01,1331,706,710477.39,757.05,2026,FLOTILLA 
17062,MNTFP5CP2T6019915,2026-01-01,1331,672,575294.52,3230.76,2026,NUEVO 
17063,MNTFP5CP0T6020108,2026-01-01,1331,672,554293.88,3112.82,2026,NUEVO 
17064,MNTFP5CP7T6019697,2026-01-01,1331,672,575294.52,3230.76,2026,NUEVO 
17065,MNTFP5CP4T6020435,2026-01-01,1331,672,554293.88,3112.82,2026,NUEVO 
17066,JTFAMHCP0N6004769,2026-01-01,1321,666,377200.00,2084.55,2022,SEMINUEVOS 
17067,1FMSK7DH5LGC17126,2026-01-01,1382,660,441100.00,2861.64,2020,SEMINUEVOS 
17068,3N8AP6HE9TL345963,2026-01-01,1382,672,538755.69,1682.86,2026,FLOTILLA 
17069,3N1CN8AE2SK638899,2026-01-01,1382,704,379399.53,2571.05,2025,NUEVO 
17070,3N1CK3CE4SL222145,2026-01-01,1286,678,285561.32,1324.77,2025,NUEVO 
17071,3N1CK3CE4SL222193,2026-01-01,1382,678,310620.81,2123.61,2025,NUEVO 
17072,3N1CK3CE4SL220797,2026-01-01,1382,678,310620.81,141.86,2025,NUEVO 
17073,3N1CK3CE2SL222337,2026-01-01,1331,678,285561.33,2161.46,2025,NUEVO 
17074,3N1CK3CE5SL222218,2026-01-01,1331,678,285561.33,2161.46,2025,NUEVO 
17075,3N1CK3CE2SL222192,2026-01-01,1382,678,285561.33,1165.48,2025,NUEVO 
17076,3N1CN7AE0SK418235,2026-01-01,1325,702,275746.57,403.97,2025,NUEVO 
17077,3N1CN8AE8SK634999,2026-01-01,1331,704,329447.61,351.04,2025,FLOTILLA 
17078,3N1CN7AE8SK419374,2026-01-01,1340,702,275746.57,403.97,2025,NUEVO 
17079,3N6AD33AXTK805948,2026-01-01,1382,663,662512.60,5014.67,2026,NUEVO 
17080,3N6AD33B0TK803120,2026-01-01,1382,663,689636.88,5219.98,2026,NUEVO 
17081,3N6AD33A9TK806072,2026-01-01,1382,663,662512.60,970.58,2026,NUEVO 
17082,3N6AD33B9TK805853,2026-01-01,1382,663,689636.89,5219.98,2026,NUEVO 
17083,3N6AD31A9TK806141,2026-01-01,1331,682,439774.05,3328.72,2026,NUEVO 
17084,JN8CT3MT0TW011841,2026-01-01,1382,706,852216.04,3517.55,2026,NUEVO 
17085,3N8AP6HE6TL344351,2026-01-01,1382,672,506464.77,3833.52,2026,NUEVO 
17086,3N8AP6HE2TL344783,2026-01-01,1382,672,538755.69,3551.75,2026,NUEVO 
17087,3N8AP6HE7TL345976,2026-01-01,1331,672,506464.77,3833.52,2026,NUEVO 
17088,3N8AP6HE7TL341961,2026-01-01,1382,672,482601.25,3652.89,2026,NUEVO 
17089,3N8AP6HE9TL345932,2026-01-01,1279,672,538755.69,4077.93,2026,NUEVO 
17090,3N8AP6HE4TL343585,2026-01-01,1382,672,506464.77,2196.57,2026,NUEVO 
17091,3N1AB8AE1SY319605,2026-01-01,1382,694,391853.29,2636.30,2025,FLOTILLA 
17092,3N1AB8AE0PY201455,2026-01-01,1318,694,235500.00,339.51,2023,SEMINUEVOS 
17093,3N1AB8AE3RY337744,2026-01-01,1388,694,272800.00,1310.96,2024,SEMINUEVOS 
17094,3N1CK3CE3SL222668,2026-01-01,1382,678,290035.45,1060.13,2025,NUEVO 
17095,MDHBD0FA6SG028859,2026-01-01,1382,677,352728.81,1662.70,2025,NUEVO 
17096,JN8CT3MT1TW011606,2026-01-01,1390,706,852216.04,2177.38,2026,NUEVO 
17097,3N8CP5HE7SL501368,2026-01-01,1382,672,429415.25,2656.51,2025,NUEVO 
17098,3N8CP5HE3SL503795,2026-01-01,1346,672,398683.37,191.59,2025,NUEVO 
17099,MDHBD0FA5SG009266,2026-01-01,1331,677,392658.33,2924.76,2025,NUEVO 
17100,JN1BE6DS6N9042073,2026-01-01,1382,683,438700.00,3267.71,2022,SEMINUEVOS 
17101,JN1BE6DSXM9040308,2026-01-01,1382,683,404600.00,3013.71,2021,SEMINUEVOS 
17102,JN1BE6DS3L9038995,2026-01-01,1382,683,372600.00,2327.72,2020,SEMINUEVOS 
17103,JN1BE6DS6L9036626,2026-01-01,1382,683,372600.00,2775.35,2020,SEMINUEVOS 
17104,LSGKB5417NV057698,2026-01-01,1382,656,205200.00,1528.46,2022,SEMINUEVOS 
17105,VF1HR2NB8PC382526,2026-01-01,1382,673,292300.00,2177.23,2023,SEMINUEVOS 
17106,LSGKB5415NV000108,2026-01-01,1382,656,188500.00,724.68,2022,SEMINUEVOS 
17107,MDHBD0FA9SG029388,2026-01-01,1311,677,392658.33,2383.04,2025,NUEVO 
17108,MNTFP5CP2T6020093,2026-01-01,1283,672,544669.37,4057.03,2026,FLOTILLA 
17109,3N6AD31A5TK806007,2026-01-01,1382,682,439774.04,3064.37,2026,FLOTILLA 
17110,MDHBD0FA2SG021309,2026-01-01,1382,677,392658.32,1449.21,2025,NUEVO 
17111,3N8AP6HE7TL344777,2026-01-01,1382,672,538755.68,1665.35,2026,FLOTILLA 
17112,3N1CK3CEXSL223333,2026-01-01,1305,678,265870.33,1201.14,2025,FLOTILLA 
17113,3N6AD31A4TK809979,2026-01-01,1382,682,439774.04,3032.49,2026,FLOTILLA 
17114,3N1CN8AEXSL890474,2026-01-01,1283,704,346452.05,2553.74,2025,NUEVO 
17115,3N1CN8AE2SL890453,2026-01-01,1283,704,346452.05,2553.74,2025,NUEVO 
17116,3N1CN8AE7SL892912,2026-01-01,1331,704,346452.05,2553.74,2025,NUEVO 
17117,3N1CN8AEXSL892838,2026-01-01,1331,704,346452.05,2553.74,2025,NUEVO 
17118,3N8AP6HE3TL354061,2026-01-01,1331,672,506464.76,3733.21,2026,FLOTILLA 
17119,3N1CN8AE5SL891743,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17120,3N1CN8AE9SL893057,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17121,3N1CN8AE6SL893534,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17122,3N1CN8AE5SL893637,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17123,3N1CN8AE1SL890542,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17124,3N1CN8AE2SL893319,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17125,3N1CN8AE1SL893831,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17126,3N1CN8AE3SL891725,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17127,3N1CN8AE7SL893459,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17128,3N1CN8AE4SL890549,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17129,3N1CN8AE4SL890695,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17130,3N1CN8AE1SL890623,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17131,3N1CN8AE5SL890575,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17132,3N1CN8AEXSL891740,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17133,3N1CN8AE1SL891948,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17134,3N1CN8AE0SL890600,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17135,3N1CN8AE6SL892464,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17136,3N1CN8AE5SL892620,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17137,3N1CN8AE4SL892589,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17138,3N1CN8AEXSL890622,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17139,3N1CN8AE6SL893226,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17140,3N1CN8AE5SL893377,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17141,3N1CN8AE0SL894078,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17142,3N1CN8AE9SL893964,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17143,3N1CN8AE9SL890563,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17144,3N1CN8AE6SL896479,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17145,3N1CN8AE6SL892304,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17146,3N1CN8AE1SL892520,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17147,3N1CN8AE6SL892934,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17148,3N1CN8AE3SL892583,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17149,3N1CN8AE2SL890551,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17150,3N1CN8AE7SL890447,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17151,3N1CN8AE3SL890493,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17152,3N1CN8AE8SL892174,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17153,3N1CN8AE7SL892120,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17154,3N1CN8AE5SL892195,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17155,3N1CN8AE0SL892024,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17156,3N1CN8AE9SL892250,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17157,3N1CN8AE6SL892366,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17158,3N1CN8AE8SL892398,2026-01-01,1283,704,346452.05,2553.74,2025,FLOTILLA 
17159,JN6BE6CS2S9124177,2026-01-01,1283,701,548038.01,2345.60,2025,FLOTILLA 
17160,JN6BE6CS2S9124048,2026-01-01,1283,701,548038.01,2345.60,2025,FLOTILLA 
17161,JN6BE6CS9S9124063,2026-01-01,1283,701,548038.01,2345.60,2025,FLOTILLA 
17162,JN8CT3MT2TW012165,2026-01-01,1283,706,771255.11,5685.01,2026,FLOTILLA 
17163,JN6BE6CS9S9124158,2026-01-01,1283,701,548038.00,1042.49,2025,FLOTILLA 
17164,JN6BE6CS7S9124076,2026-01-01,1283,701,548038.00,1042.49,2025,FLOTILLA 
17165,JN6BE6CSXS9124069,2026-01-01,1283,701,548038.00,912.18,2025,FLOTILLA 
17166,JN6BE6CS6S9124067,2026-01-01,1283,701,548038.00,912.18,2025,FLOTILLA 
17167,JN6BE6CS4S9124133,2026-01-01,1283,701,548038.00,912.18,2025,FLOTILLA 
17168,3N8AP6HE1TL345049,2026-01-01,1289,672,506464.76,1685.96,2026,FLOTILLA 
17169,JN6BE6CSXS9124170,2026-01-01,1283,701,548038.01,781.87,2025,FLOTILLA 
17170,JN8CT3MT3TW012112,2026-01-01,1283,706,771255.10,5685.01,2026,FLOTILLA 
17171,JN8CT3MT5TW012130,2026-01-01,1283,706,771255.10,5685.01,2026,FLOTILLA 
17172,JN8CT3MT7TW012162,2026-01-01,1283,706,771255.10,5685.01,2026,FLOTILLA 
17173,JN8CT3MT5TW012094,2026-01-01,1283,706,771255.10,5685.01,2026,FLOTILLA 
17174,JN6BE6CS3S9124169,2026-01-01,1283,701,548038.00,130.31,2025,FLOTILLA 
17175,JN6BE6CS7S9124174,2026-01-01,1283,701,548038.00,130.31,2025,FLOTILLA 
17176,JN8CT3MT0TW012133,2026-01-01,1283,706,771255.10,5685.01,2026,FLOTILLA 
17177,JN8CT3MT9TW012132,2026-01-01,1283,706,771255.10,5685.01,2026,FLOTILLA 
17178,JN8CT3MT4TW012135,2026-01-01,1283,706,771255.10,5685.01,2026,FLOTILLA 
17179,JN6BE6CS3S9124091,2026-01-01,1283,701,548038.00,130.31,2025,FLOTILLA 
17180,JN6BE6CS5S9124089,2026-01-01,1283,701,548038.00,130.31,2025,FLOTILLA 
17181,VF1HR2NB5PC382659,2026-01-01,1382,673,294100.00,1200.04,2023,SEMINUEVOS 
17182,988611554NK477364,2026-01-01,1316,692,232600.00,902.40,2022,SEMINUEVOS 
17183,9BWDL5BZ2LP027137,2026-01-01,1324,705,158700.00,75.47,2020,SEMINUEVOS 
17184,3N1CK3CE7SL221166,2026-01-01,1305,678,265870.32,424.95,2025,FLOTILLA 
17185,3N1CK3CE3SL220242,2026-01-01,1305,678,265870.32,424.95,2025,FLOTILLA 
17186,3N1CK3CE3SL220922,2026-01-01,1305,678,265870.32,424.95,2025,FLOTILLA 
17187,3N1CK3CE4SL220900,2026-01-01,1305,678,265870.32,424.95,2025,FLOTILLA 
17188,3N1CK3CE5SL221067,2026-01-01,1305,678,265870.32,424.95,2025,FLOTILLA 
17189,3N1CK3CE8SL221001,2026-01-01,1305,678,265870.32,424.95,2025,FLOTILLA 
17190,3N1CK3CE8SL221077,2026-01-01,1305,678,265870.32,424.95,2025,FLOTILLA 
17191,3N1CK3CE5SL221473,2026-01-01,1305,678,265870.32,424.95,2025,FLOTILLA 
17192,3N1CK3CE0SL221283,2026-01-01,1305,678,265870.33,495.77,2025,FLOTILLA 
17193,3N1CK3CE2SL221012,2026-01-01,1305,678,265870.32,779.07,2025,FLOTILLA 
17194,3N1CK3CE1SL220918,2026-01-01,1305,678,265870.32,779.07,2025,FLOTILLA 
17195,3N1CK3CE0SL220831,2026-01-01,1305,678,265870.32,779.07,2025,FLOTILLA 
17196,3N1CK3CE0SL220943,2026-01-01,1305,678,265870.32,779.07,2025,FLOTILLA 
17197,3N1CK3CE8SL223394,2026-01-01,1285,678,290035.45,69.69,2025,NUEVO 
17198,3N1CK3CE7SL224634,2026-01-01,1341,678,290035.44,139.38,2025,NUEVO 
17199,3N1CK3CE5SL224132,2026-01-01,1382,678,310620.80,74.64,2025,NUEVO 
17200,3N1CK3CEXSL221582,2026-01-01,1305,678,265870.32,424.95,2025,FLOTILLA 
17201,3N1CN7AE2SK415305,2026-01-01,1382,702,275746.57,134.66,2025,NUEVO 
17202,3N1CN7AE1SK415568,2026-01-01,1389,702,275746.57,927.58,2025,NUEVO 
17203,3N1CN7AE9SK415382,2026-01-01,1382,702,275746.56,387.63,2025,NUEVO 
17204,3N1CK3CEXSL224823,2026-01-01,1290,678,265870.32,127.77,2025,NUEVO 
17205,3N1CN8AE0SL898163,2026-01-01,1382,704,361666.60,2693.91,2025,NUEVO 
17206,3N1CN8AE6SL890892,2026-01-01,1382,704,379399.53,2214.62,2025,NUEVO 
17207,3N6AD33A2TK806687,2026-01-01,1382,663,439774.05,3275.71,2026,NUEVO 
17208,3N6AD31A7TK808860,2026-01-01,1382,682,439774.04,3275.71,2026,NUEVO 
17209,MNTFP5CP2S6018939,2026-01-01,1283,672,541168.49,2702.23,2025,FLOTILLA 
17210,3N1CN8AE2SK625375,2026-01-01,1283,704,376740.80,1791.61,2025,FLOTILLA 
17211,MNTFP5CP6S6016594,2026-01-01,1283,672,534005.22,2539.49,2025,FLOTILLA 
17212,3N6AD33A9TK806542,2026-01-01,1382,663,486208.85,3621.58,2026,NUEVO 
17213,3N6AD33A8TK808170,2026-01-01,1382,663,439774.05,3275.71,2026,NUEVO 
17214,3N6AD33A2TK808486,2026-01-01,1319,663,439774.05,2641.70,2026,NUEVO 
17215,3N6AD33AXTK804346,2026-01-01,1382,663,439774.05,1400.56,2026,NUEVO 
17216,3N6AD33AXTK804086,2026-01-01,1286,663,439774.05,1373.68,2026,NUEVO 
17217,3N6AD35A8TK808635,2026-01-01,1347,682,438905.21,437.54,2026,NUEVO 
17218,3N6AD33A9TK809926,2026-01-01,1382,663,439774.04,3275.71,2026,NUEVO 
17219,JN8CT3MTXTW011877,2026-01-01,1382,706,852216.04,1023.84,2026,NUEVO 
17220,3N8AP6HEXTL344529,2026-01-01,1382,672,506464.77,3772.46,2026,NUEVO 
17221,3N8CP5HE1SL505383,2026-01-01,1337,672,429415.25,3198.55,2025,NUEVO 
17222,3N8CP5HE4SL506723,2026-01-01,1331,672,429415.24,3198.55,2025,NUEVO 
17223,3N8AP6HE6TL345483,2026-01-01,1382,672,506464.76,3772.46,2026,NUEVO 
17224,3N8AP6HE6TL342681,2026-01-01,1382,672,482601.24,3594.71,2026,NUEVO 
17225,3N8AP6HE2TL343603,2026-01-01,1382,672,482601.24,3594.71,2026,NUEVO 
17226,3N8AP6HE4TL344932,2026-01-01,1335,672,482601.24,3594.71,2026,NUEVO 
17227,3N8AP6HE9TL352640,2026-01-01,1382,672,506464.76,3772.46,2026,NUEVO 
17228,RN84876920251205,2026-01-01,1382,691,599.84,1.55,2025,REFACC 
17229,LSGKB54H3MV143229,2026-01-01,1342,656,157300.00,523.63,2021,SEMINUEVOS 
17230,LSGKB5419NV005294,2026-01-01,1336,656,173800.00,268.81,2022,SEMINUEVOS 
17231,LMWDT1G85N1112979,2026-01-01,1385,671,247400.00,1823.61,2022,SEMINUEVOS 
17232,93YHSCCX0PJ283673,2026-01-01,1385,659,238400.00,1757.27,2023,SEMINUEVOS 
17233,9FB4SR4D4RM707172,2026-01-01,1357,676,213800.00,1169.25,2024,SEMINUEVOS 
17234,JN8BT27T2MW129327,2026-01-01,1385,706,236400.00,1742.53,2021,SEMINUEVOS 
17235,3N1AB8AE8SY239234,2026-01-01,1338,694,543900.00,775.96,2025,SEMINUEVOS 
17236,JN8CT3MTXTW012141,2026-01-01,1283,706,771255.11,916.94,2026,FLOTILLA 
17237,3N1CK3CE1SL224256,2026-01-01,1288,678,265870.33,1517.23,2025,FLOTILLA 
17238,MDHBD0FA6TG000495,2026-01-01,1382,677,366119.85,877.80,2026,FLOTILLA 
17239,3N1CK3CE5SL220677,2026-01-01,1305,678,265870.32,283.30,2025,FLOTILLA 
17240,3N1CK3CE5SL221084,2026-01-01,1305,678,265870.32,283.30,2025,FLOTILLA 
17241,3N1CK3CE3SL220886,2026-01-01,1305,678,265870.32,708.25,2025,FLOTILLA 
17242,3N1CK3CEXSL220920,2026-01-01,1305,678,265870.32,283.30,2025,FLOTILLA 
17243,3N1CK3CE8SL221290,2026-01-01,1305,678,265870.33,495.77,2025,FLOTILLA 
17244,3N1CN7AE9SK415575,2026-01-01,1382,702,275746.56,24.43,2025,NUEVO 
17245,3N1CN7AE4SK417783,2026-01-01,1282,702,275746.56,1803.65,2025,NUEVO 
17246,3N1CN7AE9SK417746,2026-01-01,1376,702,275746.56,1806.41,2025,NUEVO 
17247,3N1CN7AE0SK417473,2026-01-01,1382,702,275746.56,1391.37,2025,NUEVO 
17248,3N1CN7AE8SK417625,2026-01-01,1382,702,275746.56,1759.53,2025,NUEVO 
17249,3N1CN7AE8SK417883,2026-01-01,1382,702,275746.56,1391.37,2025,NUEVO 
17250,3N1CN8AE8SL898251,2026-01-01,1334,704,361666.60,2520.11,2025,NUEVO 
17251,RN84980920251208,2026-01-01,1382,691,1099.90,1.89,2025,REFACC 
17252,RN84980120251208,2026-01-01,1382,691,312367.64,536.75,2025,REFACC 
17253,RN84980220251208,2026-01-01,1382,691,203878.72,350.33,2025,REFACC 
17254,3N1CK3CE7SL207929,2026-01-01,1288,678,264080.45,251.17,2025,FLOTILLA 
17255,3N1CK3CE8SL207843,2026-01-01,1288,678,264080.45,251.17,2025,FLOTILLA 
17256,3N1CK3CEXSL207844,2026-01-01,1288,678,264080.45,251.17,2025,FLOTILLA 
17257,3N6AD33A0PK813630,2026-01-01,1322,663,290800.00,1521.21,2023,SEMINUEVOS 
17258,RN85133320251209,2026-01-01,1382,691,410.96,0.71,2025,REFACC 
17259,RN85134220251209,2026-01-01,1382,691,5055.83,8.69,2025,REFACC 
17260,RN85133920251209,2026-01-01,1382,691,1031.58,1.77,2025,REFACC 
17261,RN85034020251209,2026-01-01,1382,691,5405.32,9.29,2025,REFACC 
17262,RN85034120251209,2026-01-01,1382,691,8460.44,14.54,2025,REFACC 
17263,RN85134020251209,2026-01-01,1382,691,13635.68,23.43,2025,REFACC 
17264,RN85134120251209,2026-01-01,1382,691,205870.79,353.75,2025,REFACC 
17265,MALB24BC7PM157381,2026-01-01,1382,664,178000.00,804.16,2023,SEMINUEVOS 
17266,VF1LZ12TXHC305353,2026-01-01,1385,662,132500.00,976.67,2017,SEMINUEVOS 
17267,3N8AP6HE6TL354944,2026-01-01,1382,672,506464.76,3364.77,2026,NUEVO 
17268,3N6AD35A2TK810090,2026-01-01,1331,682,438905.20,1265.51,2026,FLOTILLA 
17269,MDHBD0FAXSG028556,2026-01-01,1331,677,352728.80,2912.85,2025,NUEVO 
17270,MDHBD0FA8SG026708,2026-01-01,1299,677,392658.33,2006.16,2025,NUEVO 
17271,MDHBD0FA5SG026259,2026-01-01,1331,677,352728.81,2627.34,2025,NUEVO 
17272,MDHBD0FA1SG025139,2026-01-01,1382,677,392658.32,2736.07,2025,NUEVO 
17273,RN85211020251210,2026-01-01,1382,691,3299.39,4.72,2025,REFACC 
17274,RN85212120251210,2026-01-01,1382,691,2144.03,3.68,2025,REFACC 
17275,RN85211820251210,2026-01-01,1382,691,19571.72,28.03,2025,REFACC 
17276,RN85211920251210,2026-01-01,1382,691,60036.08,85.97,2025,REFACC 
17277,RN85212020251210,2026-01-01,1382,691,237771.65,340.48,2025,REFACC 
